latitude,longitude,City,State,Postcode
2.957273201,101.6710524,Putrajaya,Putrajaya,62300
2.966717465,101.6636236,Sepang,Selangor,62300
2.93177387,101.6399451,Sepang,Selangor,63000
2.949095496,101.6319816,Sepang,Selangor,47130
2.937062467,101.7095382,Putrajaya,Putrajaya,62000
2.960587491,101.6462615,Sepang,Selangor,47120
2.955890826,101.7137964,Putrajaya,Putrajaya,62500
2.942284986,101.6978443,Putrajaya,Putrajaya,62519
2.909529395,101.6997223,Sepang,Selangor,62150
2.929831259,101.7314182,Sepang,Selangor,63450
2.925045336,101.6968892,Putrajaya,Putrajaya,62150
2.932982259,101.7324483,Putrajaya,Putrajaya,62050
2.920905791,101.6378199,Sepang,Selangor,63000
2.955510695,101.6774643,Putrajaya,Putrajaya,61250
2.944350333,101.6316005,Sepang,Selangor,63200
2.969741447,101.7326093,Sepang,Selangor,62502
2.946782315,101.6304899,Sepang,Selangor,47130
2.92958325,101.7446153,Sepang,Selangor,63450
2.950801571,101.6475723,Sepang,Selangor,47120
2.935362189,101.7431844,Sepang,Selangor,63450
2.940545969,101.6313899,Sepang,Selangor,63200
2.94649583,101.6606522,Sepang,Selangor,62300
2.91005925,101.6762791,Putrajaya,Putrajaya,62100
2.942211723,101.6304912,Sepang,Selangor,47130
2.942248354,101.6891296,Putrajaya,Putrajaya,62514
2.958675928,101.6787285,Putrajaya,Putrajaya,62300
2.941856911,101.7165176,Putrajaya,Putrajaya,62000
2.965896954,101.6735648,Putrajaya,Putrajaya,62300
2.945227113,101.7108932,Putrajaya,Putrajaya,62000
2.906171995,101.7234891,Sepang,Selangor,63450
2.929545039,101.7080012,Putrajaya,Putrajaya,62150
2.936136301,101.7118102,Putrajaya,Putrajaya,62000
2.953809283,101.6512013,Sepang,Selangor,62300
2.949461681,101.729489,Putrajaya,Putrajaya,62050
2.919622323,101.7184368,Sepang,Selangor,63450
2.94747878,101.7418065,Sepang,Selangor,62050
2.921348541,101.646776,Sepang,Selangor,63000
2.924976939,101.6590791,Sepang,Selangor,62100
2.956082645,101.7154615,Putrajaya,Putrajaya,62000
2.949987021,101.6541451,Sepang,Selangor,63200
2.963425135,101.741978,Sepang,Selangor,62500
2.940328973,101.7055251,Putrajaya,Putrajaya,62519
2.938166689,101.6621167,Sepang,Selangor,61250
2.923160209,101.6656603,Sepang,Selangor,62100
2.916494544,101.7354934,Sepang,Selangor,63450
2.963186713,101.6832483,Putrajaya,Putrajaya,62300
2.928833077,101.7399022,Sepang,Selangor,63450
2.918699478,101.6941536,Putrajaya,Putrajaya,62150
2.906957309,101.6511576,Sepang,Selangor,63000
2.945394523,101.7070453,Putrajaya,Putrajaya,62000
2.943783594,101.731658,Putrajaya,Putrajaya,62050
2.972629888,101.7191107,Sepang,Selangor,62502
2.935676597,101.7274257,Putrajaya,Putrajaya,62050
2.911565983,101.7095475,Sepang,Selangor,62150
2.93940093,101.6495988,Sepang,Selangor,63200
2.971197986,101.6686288,Sepang,Selangor,62300
2.946191658,101.7327251,Putrajaya,Putrajaya,62050
2.938586136,101.6421316,Sepang,Selangor,63200
2.96041273,101.6703822,Putrajaya,Putrajaya,62300
2.971906764,101.7333458,Sepang,Selangor,62502
2.962840565,101.6707429,Putrajaya,Putrajaya,62300
2.95610342,101.7455091,Sepang,Selangor,43650
2.939959365,101.6843272,Putrajaya,Putrajaya,62250
2.904171206,101.7115568,Sepang,Selangor,62150
2.963192269,101.6578329,Sepang,Selangor,62300
2.925180031,101.6878806,Putrajaya,Putrajaya,62675
2.908187096,101.6391063,Sepang,Selangor,63000
2.932600311,101.6594659,Sepang,Selangor,63200
2.931545986,101.6823876,Putrajaya,Putrajaya,62250
2.971431589,101.7405171,Majlis Perbandaran Kajang,Selangor,43650
2.912918927,101.7331987,Sepang,Selangor,63450
2.908755511,101.6887063,Putrajaya,Putrajaya,62100
2.914610198,101.6718867,Sepang,Selangor,62100
2.955138899,101.6788419,Putrajaya,Putrajaya,61250
2.959588224,101.7137654,Putrajaya,Putrajaya,62502
2.969093026,101.6918532,Putrajaya,Putrajaya,62300
2.959252251,101.666786,Putrajaya,Putrajaya,62300
2.927328854,101.6759946,Putrajaya,Putrajaya,62250
2.931887212,101.6407213,Sepang,Selangor,63000
2.939454169,101.639956,Sepang,Selangor,63200
2.965380492,101.6358077,Sepang,Selangor,47120
2.934599617,101.6622515,Sepang,Selangor,61250
2.913977854,101.7214809,Sepang,Selangor,63450
2.953151892,101.6457876,Sepang,Selangor,47120
2.947404674,101.7225155,Putrajaya,Putrajaya,62050
2.957236712,101.6394192,Sepang,Selangor,47120
2.95109411,101.7134341,Putrajaya,Putrajaya,62000
2.963450278,101.6887548,Putrajaya,Putrajaya,61250
2.935396969,101.742992,Sepang,Selangor,63450
2.958858058,101.6947694,Putrajaya,Putrajaya,62502
2.92627066,101.7287669,Sepang,Selangor,63450
2.935001243,101.6394673,Sepang,Selangor,63000
2.934964024,101.7319388,Putrajaya,Putrajaya,62050
2.934500834,101.6301718,Sepang,Selangor,63200
2.945916206,101.7466365,Majlis Perbandaran Kajang,Selangor,43000
2.960308476,101.7017119,Putrajaya,Putrajaya,62502
2.967103729,101.7250105,Sepang,Selangor,62502
2.938023108,101.6986246,Putrajaya,Putrajaya,62514
2.954296233,101.7289079,Putrajaya,Putrajaya,62500
2.907214587,101.7204091,Sepang,Selangor,63450
2.934446367,101.7068809,Putrajaya,Putrajaya,62150
2.956628239,101.6924876,Putrajaya,Putrajaya,61250
2.914232837,101.6770645,Putrajaya,Putrajaya,62100
2.908522335,101.7102631,Sepang,Selangor,62150
2.969853108,101.7228356,Sepang,Selangor,62502
2.930409306,101.6978024,Putrajaya,Putrajaya,62150
2.924422945,101.6926708,Putrajaya,Putrajaya,62150
2.924179969,101.7160804,Sepang,Selangor,43000
2.921285236,101.7428619,Sepang,Selangor,63450
2.949445908,101.6366304,Sepang,Selangor,47120
2.903899253,101.7467809,Sepang,Selangor,63450
2.918568826,101.6655585,Sepang,Selangor,62200
2.917723073,101.7385997,Sepang,Selangor,63450
2.948750936,101.6883207,Putrajaya,Putrajaya,61250
2.94215071,101.6661886,Sepang,Selangor,62300
2.946104338,101.6782598,Putrajaya,Putrajaya,61250
2.91708056,101.7063833,Putrajaya,Putrajaya,62150
2.929293961,101.7216268,Sepang,Selangor,63450
2.932200514,101.6887817,Putrajaya,Putrajaya,62675
2.958225344,101.6816153,Putrajaya,Putrajaya,61250
2.970728476,101.7225717,Sepang,Selangor,62502
2.960950706,101.7416634,Majlis Perbandaran Kajang,Selangor,43650
2.930343851,101.6973027,Putrajaya,Putrajaya,62150
2.951659203,101.7083832,Putrajaya,Putrajaya,62000
2.969799293,101.6626852,Sepang,Selangor,47110
2.923524901,101.7374016,Sepang,Selangor,63450
2.959053443,101.6525998,Sepang,Selangor,47120
2.943017762,101.7169631,Putrajaya,Putrajaya,62000
2.927838796,101.6800139,Putrajaya,Putrajaya,62250
2.943391953,101.6838972,Putrajaya,Putrajaya,62250
2.955817524,101.6291738,Sepang,Selangor,47120
2.933546101,101.6685273,Putrajaya,Putrajaya,62250
2.945753843,101.7205461,Putrajaya,Putrajaya,62500
2.908471426,101.6472248,Sepang,Selangor,63000
2.949665041,101.7160896,Putrajaya,Putrajaya,62050
2.944287621,101.7450908,Sepang,Selangor,43650
2.938080613,101.6446418,Sepang,Selangor,63200
2.951148551,101.6999127,Putrajaya,Putrajaya,62519
2.944442879,101.6932413,Putrajaya,Putrajaya,62514
2.968831167,101.6437951,Sepang,Selangor,47120
2.908265235,101.646757,Sepang,Selangor,63000
2.920281423,101.6988294,Putrajaya,Putrajaya,62150
2.94598195,101.6560701,Sepang,Selangor,62300
2.937364649,101.6856716,Putrajaya,Putrajaya,62250
2.934838576,101.7238196,Putrajaya,Putrajaya,62000
2.936138329,101.7184584,Putrajaya,Putrajaya,62000
2.914790045,101.6915935,Putrajaya,Putrajaya,62100
2.960788038,101.6495573,Sepang,Selangor,47110
2.935664733,101.7007438,Putrajaya,Putrajaya,62514
2.916069594,101.7182686,Sepang,Selangor,62150
2.908670847,101.7407729,Sepang,Selangor,63450
2.935895507,101.6683542,Sepang,Selangor,61250
2.91131555,101.679802,Putrajaya,Putrajaya,62100
2.949295895,101.6396812,Sepang,Selangor,63200
2.924567622,101.7276728,Sepang,Selangor,63450
2.948343024,101.6529578,Sepang,Selangor,63200
2.914400354,101.7357973,Sepang,Selangor,63450
2.923221244,101.649769,Sepang,Selangor,63200
2.973088648,101.6651585,Sepang,Selangor,62300
2.911870442,101.6832623,Putrajaya,Putrajaya,62100
2.933525997,101.7384456,Sepang,Selangor,63450
2.912532462,101.6392835,Sepang,Selangor,63000
2.909648859,101.7357739,Sepang,Selangor,63450
2.934576867,101.6463404,Sepang,Selangor,63200
2.944681298,101.6922647,Putrajaya,Putrajaya,62514
2.917023107,101.700027,Putrajaya,Putrajaya,62150
2.92694313,101.6567547,Sepang,Selangor,63200
2.938845758,101.6630768,Sepang,Selangor,61250
2.918683142,101.7328589,Sepang,Selangor,63450
2.914040327,101.6617645,Sepang,Selangor,62200
2.930154141,101.6609396,Sepang,Selangor,63200
2.917883712,101.719975,Sepang,Selangor,62150
2.926158683,101.6418201,Sepang,Selangor,63000
2.940978723,101.6433598,Sepang,Selangor,63200
2.928152378,101.7331086,Sepang,Selangor,63450
2.928966658,101.703524,Putrajaya,Putrajaya,62150
2.939141274,101.6448118,Sepang,Selangor,63200
2.948545067,101.7300481,Putrajaya,Putrajaya,62050
2.909665212,101.7179025,Sepang,Selangor,62000
2.951422754,101.731309,Putrajaya,Putrajaya,62050
2.910426184,101.6647436,Sepang,Selangor,62100
2.951708147,101.6310818,Sepang,Selangor,47130
2.954490883,101.7302788,Putrajaya,Putrajaya,62500
2.934852095,101.6800077,Putrajaya,Putrajaya,62250
2.92262312,101.6290685,Sepang,Selangor,63000
2.916176537,101.744742,Sepang,Selangor,63450
2.963808387,101.6600931,Sepang,Selangor,62300
2.970555551,101.6721027,Putrajaya,Putrajaya,62300
2.923960232,101.6466016,Sepang,Selangor,63000
2.966209275,101.7455878,Majlis Perbandaran Kajang,Selangor,43650
2.926046437,101.7119397,Sepang,Selangor,62000
2.926598449,101.6409275,Sepang,Selangor,63000
2.93061256,101.6939196,Putrajaya,Putrajaya,62675
2.911749896,101.7255672,Sepang,Selangor,63450
2.937933841,101.6562815,Sepang,Selangor,63200
2.94460642,101.722599,Putrajaya,Putrajaya,62050
2.926061332,101.7117079,Sepang,Selangor,62000
2.933072334,101.7428656,Sepang,Selangor,63450
2.957069393,101.6707545,Putrajaya,Putrajaya,62300
2.904386788,101.7064919,Sepang,Selangor,62150
2.916985714,101.6429315,Sepang,Selangor,63000
2.968319216,101.7471253,Majlis Perbandaran Kajang,Selangor,43650
2.922022975,101.6642776,Sepang,Selangor,63000
2.914685672,101.682779,Putrajaya,Putrajaya,62100
2.963707503,101.7117114,Sepang,Selangor,62500
2.962342707,101.6555812,Sepang,Selangor,62300
2.954237707,101.7374635,Sepang,Selangor,62500
2.922829261,101.7104236,Sepang,Selangor,62000
2.931169685,101.662908,Sepang,Selangor,61250
2.970966455,101.6698387,Putrajaya,Putrajaya,62300
2.910689023,101.67458,Putrajaya,Putrajaya,62100
2.934458597,101.7177281,Putrajaya,Putrajaya,62000
2.96958788,101.7254229,Sepang,Selangor,62502
2.968260802,101.6848408,Putrajaya,Putrajaya,62300
2.953458546,101.6651416,Sepang,Selangor,62300
2.908012718,101.671837,Sepang,Selangor,62100
2.951961613,101.6610564,Sepang,Selangor,62300
2.963397093,101.722304,Sepang,Selangor,62502
2.91671785,101.6677269,Sepang,Selangor,62100
2.960871822,101.6574153,Sepang,Selangor,62300
2.926339562,101.6691782,Sepang,Selangor,62100
2.959174896,101.6328632,Sepang,Selangor,47120
2.908306481,101.6971095,Putrajaya,Putrajaya,62150
2.930921698,101.7035687,Putrajaya,Putrajaya,62150
2.921783233,101.7364022,Sepang,Selangor,63450
2.956370061,101.636508,Sepang,Selangor,47120
2.957976267,101.7435219,Sepang,Selangor,43650
2.96906478,101.7157433,Sepang,Selangor,62502
2.911790254,101.6968277,Putrajaya,Putrajaya,62100
2.923026271,101.7435967,Sepang,Selangor,63450
2.953330486,101.7009439,Putrajaya,Putrajaya,62519
2.951763863,101.6804407,Putrajaya,Putrajaya,61250
2.929216753,101.7395132,Sepang,Selangor,63450
2.926362293,101.633386,Sepang,Selangor,63000
2.931182467,101.7222527,Putrajaya,Putrajaya,62000
2.948503013,101.7426424,Sepang,Selangor,62050
2.910573765,101.7366352,Sepang,Selangor,63450
2.928944835,101.6847153,Putrajaya,Putrajaya,62675
2.933115908,101.6422876,Sepang,Selangor,63000
2.920477708,101.7165487,Sepang,Selangor,63450
2.904754674,101.6443565,Sepang,Selangor,63000
2.904908738,101.7302087,Sepang,Selangor,63450
2.946324655,101.6486332,Sepang,Selangor,63200
2.95691776,101.7431918,Sepang,Selangor,43650
2.96851394,101.737822,Sepang,Selangor,62500
2.903691685,101.6983628,Sepang,Selangor,62150
2.92109576,101.6954714,Putrajaya,Putrajaya,62150
2.925390268,101.6467035,Sepang,Selangor,63000
2.93423585,101.6872183,Putrajaya,Putrajaya,62250
2.972375305,101.6334989,Sepang,Selangor,47120
2.924209926,101.7295567,Sepang,Selangor,63450
2.949288304,101.7265652,Putrajaya,Putrajaya,62500
2.949329951,101.7185974,Putrajaya,Putrajaya,62050
2.937623186,101.6527803,Sepang,Selangor,63200
2.959801738,101.695848,Putrajaya,Putrajaya,62000
2.912903192,101.7239796,Sepang,Selangor,63450
2.970194424,101.6695457,Putrajaya,Putrajaya,62300
2.923675335,101.6381727,Sepang,Selangor,63000
2.949623745,101.7422616,Sepang,Selangor,62050
2.912657507,101.6860392,Putrajaya,Putrajaya,62100
2.910016739,101.6325166,Sepang,Selangor,63000
2.949624432,101.7314308,Putrajaya,Putrajaya,62050
2.926757025,101.7323894,Sepang,Selangor,63450
2.911332763,101.656706,Sepang,Selangor,63000
2.966208972,101.68881,Putrajaya,Putrajaya,62300
2.945685879,101.6329804,Sepang,Selangor,63200
2.912125725,101.6350893,Sepang,Selangor,63000
2.966446368,101.6444642,Sepang,Selangor,47110
2.962576415,101.6701237,Putrajaya,Putrajaya,62300
2.959143803,101.671786,Putrajaya,Putrajaya,62300
2.92186876,101.6395831,Sepang,Selangor,63000
2.922779633,101.6844159,Putrajaya,Putrajaya,62100
2.960326677,101.6821655,Putrajaya,Putrajaya,62300
2.971093204,101.6927405,Putrajaya,Putrajaya,62300
2.904890235,101.6777575,Putrajaya,Putrajaya,62100
2.951330973,101.6562707,Sepang,Selangor,62300
2.952011604,101.6882389,Putrajaya,Putrajaya,61250
2.904945642,101.7203556,Sepang,Selangor,63450
2.942341165,101.6382579,Sepang,Selangor,63200
2.936384606,101.6625599,Sepang,Selangor,63200
2.964675398,101.6622792,Sepang,Selangor,62300
2.969012422,101.6932744,Putrajaya,Putrajaya,62502
2.925780804,101.7250062,Sepang,Selangor,63450
2.951925601,101.6775908,Putrajaya,Putrajaya,61250
2.947184531,101.7208577,Putrajaya,Putrajaya,62050
2.96270826,101.7253465,Sepang,Selangor,62500
2.914761784,101.7267677,Sepang,Selangor,63450
2.907246249,101.6522218,Sepang,Selangor,63000
2.946716484,101.6420788,Sepang,Selangor,63200
2.945347007,101.665013,Sepang,Selangor,61250
2.933184765,101.6658657,Sepang,Selangor,62300
2.908053738,101.6878902,Putrajaya,Putrajaya,62100
2.9705451,101.7010647,Sepang,Selangor,62502
2.924131354,101.741928,Sepang,Selangor,63450
2.930370894,101.7112381,Sepang,Selangor,62000
2.947498903,101.7415436,Sepang,Selangor,62050
2.967117984,101.6460316,Sepang,Selangor,47110
2.909138758,101.7245431,Sepang,Selangor,63450
2.966442345,101.6869664,Putrajaya,Putrajaya,62300
2.951461224,101.6367503,Sepang,Selangor,47120
2.918519782,101.6461944,Sepang,Selangor,63000
2.945194034,101.6519096,Sepang,Selangor,63200
2.90733139,101.6643297,Sepang,Selangor,62200
2.950513539,101.6970397,Putrajaya,Putrajaya,62519
2.926278207,101.7273716,Sepang,Selangor,63450
2.92246925,101.6593863,Sepang,Selangor,63000
2.942311347,101.6852152,Putrajaya,Putrajaya,62250
2.934339295,101.646955,Sepang,Selangor,63200
2.938443261,101.6592049,Sepang,Selangor,63200
2.930576718,101.7155162,Putrajaya,Putrajaya,62000
2.968674987,101.7202974,Sepang,Selangor,62502
2.931517769,101.6988397,Putrajaya,Putrajaya,62150
2.955359759,101.6776215,Putrajaya,Putrajaya,61250
2.928343229,101.6445174,Sepang,Selangor,63000
2.954643723,101.7279684,Putrajaya,Putrajaya,62500
2.925289135,101.7214419,Sepang,Selangor,63450
2.945827217,101.7215102,Putrajaya,Putrajaya,62050
2.931916704,101.7171782,Putrajaya,Putrajaya,62000
2.931718879,101.6390013,Sepang,Selangor,63000
2.941656061,101.6823808,Putrajaya,Putrajaya,62250
2.920833272,101.7343293,Sepang,Selangor,63450
2.929924363,101.6331119,Sepang,Selangor,63000
2.929874173,101.6788424,Putrajaya,Putrajaya,62250
2.963413309,101.723302,Sepang,Selangor,62500
2.917132211,101.7280302,Sepang,Selangor,63450
2.920486855,101.6690438,Sepang,Selangor,62100
2.90851852,101.6350378,Sepang,Selangor,63000
2.95076868,101.7380348,Sepang,Selangor,62050
2.937629838,101.7286312,Putrajaya,Putrajaya,62050
2.958664937,101.7073414,Putrajaya,Putrajaya,62502
2.971568371,101.7236585,Sepang,Selangor,62502
2.922369597,101.7220953,Sepang,Selangor,63450
2.951594147,101.6758771,Putrajaya,Putrajaya,62300
2.908517052,101.6539055,Sepang,Selangor,63000
2.958908813,101.6579549,Sepang,Selangor,62300
2.97294134,101.7108193,Sepang,Selangor,62502
2.936525088,101.6961584,Putrajaya,Putrajaya,62514
2.945873357,101.7434463,Sepang,Selangor,43650
2.914458506,101.6607922,Sepang,Selangor,62200
2.952778287,101.6569312,Sepang,Selangor,62300
2.964088946,101.6695896,Putrajaya,Putrajaya,62300
2.915794345,101.6341199,Sepang,Selangor,63000
2.944804748,101.7263989,Putrajaya,Putrajaya,62050
2.922296064,101.7373464,Sepang,Selangor,63450
2.956145702,101.6357432,Sepang,Selangor,47120
2.94319865,101.6958029,Putrajaya,Putrajaya,62514
2.917300481,101.6681669,Sepang,Selangor,62100
2.935200064,101.6341741,Sepang,Selangor,63200
2.91362162,101.6479302,Sepang,Selangor,63000
2.929671331,101.7171522,Putrajaya,Putrajaya,62000
2.961291569,101.6477931,Sepang,Selangor,47110
2.955738041,101.708057,Putrajaya,Putrajaya,62502
2.96544521,101.743428,Majlis Perbandaran Kajang,Selangor,43650
2.911850887,101.638042,Sepang,Selangor,63000
2.959083134,101.6477126,Sepang,Selangor,47110
2.916755059,101.7331335,Sepang,Selangor,63450
2.968822018,101.6662596,Sepang,Selangor,62300
2.962051491,101.730383,Sepang,Selangor,62500
2.945489898,101.6956424,Putrajaya,Putrajaya,62514
2.943422855,101.6642207,Sepang,Selangor,62300
2.946432526,101.6573729,Sepang,Selangor,62300
2.915570021,101.6774707,Putrajaya,Putrajaya,62100
2.95251175,101.7022091,Putrajaya,Putrajaya,62519
2.970634815,101.705179,Sepang,Selangor,62502
2.913029714,101.6475996,Sepang,Selangor,63000
2.909655047,101.6511542,Sepang,Selangor,63000
2.944969531,101.7279421,Putrajaya,Putrajaya,62050
2.965667656,101.6759392,Putrajaya,Putrajaya,62300
2.942215914,101.7244905,Putrajaya,Putrajaya,62050
2.924973407,101.6991525,Putrajaya,Putrajaya,62150
2.915321729,101.6850164,Putrajaya,Putrajaya,62100
2.915251066,101.6833416,Putrajaya,Putrajaya,62100
2.930901253,101.6798813,Putrajaya,Putrajaya,62250
2.920192033,101.6446123,Sepang,Selangor,63000
2.922427018,101.6568982,Sepang,Selangor,63000
2.954506308,101.713547,Putrajaya,Putrajaya,62000
2.944027507,101.639307,Sepang,Selangor,63200
2.942753016,101.6378715,Sepang,Selangor,63200
2.90441652,101.6703089,Putrajaya,Putrajaya,62200
2.919970494,101.6990313,Putrajaya,Putrajaya,62150
2.968100009,101.7138884,Sepang,Selangor,62500
2.956819041,101.7413042,Sepang,Selangor,43650
2.947497383,101.6970239,Putrajaya,Putrajaya,62514
2.945243513,101.7312075,Putrajaya,Putrajaya,62050
2.93029128,101.7228455,Sepang,Selangor,63450
2.948768008,101.6646102,Sepang,Selangor,61250
2.90410284,101.6533787,Sepang,Selangor,62200
2.952106648,101.6972564,Putrajaya,Putrajaya,62519
2.922352132,101.6800044,Putrajaya,Putrajaya,62250
2.949389954,101.6435494,Sepang,Selangor,63200
2.933381522,101.6779067,Putrajaya,Putrajaya,62250
2.941098041,101.6904005,Putrajaya,Putrajaya,62514
2.92886632,101.7189768,Sepang,Selangor,62000
2.907847781,101.6326862,Sepang,Selangor,63000
2.932540757,101.7348729,Sepang,Selangor,63450
2.922560196,101.6489157,Sepang,Selangor,63200
2.968069646,101.6484308,Sepang,Selangor,47110
2.929363904,101.7149757,Putrajaya,Putrajaya,62000
2.921395925,101.6557435,Sepang,Selangor,63000
2.930960535,101.7218996,Sepang,Selangor,63450
2.966864827,101.6321823,Sepang,Selangor,47120
2.914694009,101.7422189,Sepang,Selangor,63450
2.944608638,101.6939007,Putrajaya,Putrajaya,62514
2.960049334,101.6331899,Sepang,Selangor,47120
2.904113181,101.7432741,Sepang,Selangor,63450
2.961100409,101.7171551,Sepang,Selangor,62500
2.914036004,101.685024,Putrajaya,Putrajaya,62100
2.968705113,101.7392521,Majlis Perbandaran Kajang,Selangor,43000
2.90379219,101.7177614,Sepang,Selangor,63450
2.903581699,101.7452686,Sepang,Selangor,63450
2.932310486,101.743989,Sepang,Selangor,63450
2.928867728,101.6632593,Sepang,Selangor,63200
2.925268679,101.7151731,Sepang,Selangor,43000
2.917111664,101.7310001,Sepang,Selangor,63450
2.944453456,101.7435609,Sepang,Selangor,43650
2.972187808,101.6504432,Sepang,Selangor,47110
2.969998307,101.6339914,Sepang,Selangor,47120
2.905094343,101.7404702,Sepang,Selangor,63450
2.970460976,101.6459418,Sepang,Selangor,47110
2.934090509,101.6870992,Putrajaya,Putrajaya,62250
2.963318428,101.7029792,Sepang,Selangor,62502
2.95732304,101.6860318,Putrajaya,Putrajaya,61250
2.94849919,101.7157344,Putrajaya,Putrajaya,62050
2.954757069,101.6286753,Sepang,Selangor,47120
2.910133541,101.6716219,Sepang,Selangor,62100
2.907425896,101.6739155,Putrajaya,Putrajaya,62100
2.930393947,101.7376661,Sepang,Selangor,63450
